Coeff,Alpha,Rd,Rf,n_scenarios,OptimizedX,OptimizedY,ObjVal,AvgLoss,StdDevLoss,OptimizationTime
0.0001; 0.68; 0.08; 0.02; 1000; 0; [1100601, 0, 0, 0, 0]; 292101; 39603; 10718; 1.494
0.0001; 0.68; 0.08; 0.02; 5000; 0; [1098169, 0, 0, 0, 0]; 293321; 39786; 10335; 70.696
0.0001; 0.68; 0.08; 0.02; 10000; 0; [1101163, 0, 0, 0, 0]; 292595; 39653; 10695; 274.778
0.0001; 0.68; 0.05; 0.05; 1000; 1000000; [0, 0, 0, 0, 0]; 50452; 0; 0; 0.196
0.0001; 0.68; 0.05; 0.05; 5000; 1000000; [0, 0, 0, 0, 0]; 50452; 0; 0; 1.004
0.0001; 0.68; 0.05; 0.05; 10000; 1000000; [0, 0, 0, 0, 0]; 50452; 0; 0; 2.145
0.0001; 0.68; 0.02; 0.08; 1000; 1000000; [0, 0, 0, 0, 0]; 105749; -58235; 0; 0.19
0.0001; 0.68; 0.02; 0.08; 5000; 1000000; [0, 0, 0, 0, 0]; 105749; -58235; 0; 0.959
0.0001; 0.68; 0.02; 0.08; 10000; 1000000; [0, 0, 0, 0, 0]; 105749; -58235; 0; 2.008
0.0001; 0.95; 0.08; 0.02; 1000; 1000000; [0, 0, 0, 0, 0]; 103704; 61836; 0; 0.19
0.0001; 0.95; 0.08; 0.02; 5000; 1000000; [0, 0, 0, 0, 0]; 103704; 61836; 0; 1.063
0.0001; 0.95; 0.08; 0.02; 10000; 1000000; [0, 0, 0, 0, 0]; 103704; 61836; 0; 2.371
0.0001; 0.95; 0.05; 0.05; 1000; 1000000; [0, 0, 0, 0, 0]; 155900; 0; 0; 0.174
0.0001; 0.95; 0.05; 0.05; 5000; 1000000; [0, 0, 0, 0, 0]; 155900; 0; 0; 1.008
0.0001; 0.95; 0.05; 0.05; 10000; 1000000; [0, 0, 0, 0, 0]; 155900; 0; 0; 2.168
0.0001; 0.95; 0.02; 0.08; 1000; 1000000; [0, 0, 0, 0, 0]; 205057; -58235; 0; 0.165
0.0001; 0.95; 0.02; 0.08; 5000; 1000000; [0, 0, 0, 0, 0]; 205057; -58235; 0; 0.958
0.0001; 0.95; 0.02; 0.08; 10000; 1000000; [0, 0, 0, 0, 0]; 205057; -58235; 0; 2.007
0.0001; 0.99; 0.08; 0.02; 1000; 1000000; [0, 0, 0, 0, 0]; 162751; 61836; 0; 0.184
0.0001; 0.99; 0.08; 0.02; 5000; 1000000; [0, 0, 0, 0, 0]; 162751; 61836; 0; 1.022
0.0001; 0.99; 0.08; 0.02; 10000; 1000000; [0, 0, 0, 0, 0]; 162751; 61836; 0; 2.376
0.0001; 0.99; 0.05; 0.05; 1000; 1000000; [0, 0, 0, 0, 0]; 211509; 0; 0; 0.177
0.0001; 0.99; 0.05; 0.05; 5000; 1000000; [0, 0, 0, 0, 0]; 211509; 0; 0; 0.957
0.0001; 0.99; 0.05; 0.05; 10000; 1000000; [0, 0, 0, 0, 0]; 211509; 0; 0; 2.254
0.0001; 0.99; 0.02; 0.08; 1000; 1000000; [0, 0, 0, 0, 0]; 257427; -58235; 0; 0.171
0.0001; 0.99; 0.02; 0.08; 5000; 1000000; [0, 0, 0, 0, 0]; 257427; -58235; 0; 0.964
0.0001; 0.99; 0.02; 0.08; 10000; 1000000; [0, 0, 0, 0, 0]; 257427; -58235; 0; 2.008
0.001; 0.68; 0.08; 0.02; 1000; 0; [1063294, 0, 0, 0, 0]; 1819637; 40524; 7123; 1.228
0.001; 0.68; 0.08; 0.02; 5000; 0; [1077913, 0, 0, 0, 0]; 1802428; 40109; 8265; 80.366
0.001; 0.68; 0.08; 0.02; 10000; 0; [1077363, 0, 0, 0, 0]; 1801196; 40095; 8259; 3281.587
0.001; 0.68; 0.05; 0.05; 1000; 1000000; [0, 0, 0, 0, 0]; 50452; 0; 0; 0.174
0.001; 0.68; 0.05; 0.05; 5000; 1000000; [0, 0, 0, 0, 0]; 50452; 0; 0; 1.036
0.001; 0.68; 0.05; 0.05; 10000; 1000000; [0, 0, 0, 0, 0]; 50452; 0; 0; 2.132
0.001; 0.68; 0.02; 0.08; 1000; 1000000; [0, 0, 0, 0, 0]; 105749; -58235; 0; 0.163
0.001; 0.68; 0.02; 0.08; 5000; 1000000; [0, 0, 0, 0, 0]; 105749; -58235; 0; 1.008
0.001; 0.68; 0.02; 0.08; 10000; 1000000; [0, 0, 0, 0, 0]; 105749; -58235; 0; 1.992
0.001; 0.95; 0.08; 0.02; 1000; 1000000; [0, 0, 0, 0, 0]; 103704; 61836; 0; 0.178
0.001; 0.95; 0.08; 0.02; 5000; 1000000; [0, 0, 0, 0, 0]; 103704; 61836; 0; 1.042
0.001; 0.95; 0.08; 0.02; 10000; 1000000; [0, 0, 0, 0, 0]; 103704; 61836; 0; 2.354
0.001; 0.95; 0.05; 0.05; 1000; 1000000; [0, 0, 0, 0, 0]; 155900; 0; 0; 0.171
0.001; 0.95; 0.05; 0.05; 5000; 1000000; [0, 0, 0, 0, 0]; 155900; 0; 0; 0.989
0.001; 0.95; 0.05; 0.05; 10000; 1000000; [0, 0, 0, 0, 0]; 155900; 0; 0; 2.192
0.001; 0.95; 0.02; 0.08; 1000; 1000000; [0, 0, 0, 0, 0]; 205057; -58235; 0; 0.165
0.001; 0.95; 0.02; 0.08; 5000; 1000000; [0, 0, 0, 0, 0]; 205057; -58235; 0; 0.946
0.001; 0.95; 0.02; 0.08; 10000; 1000000; [0, 0, 0, 0, 0]; 205057; -58235; 0; 2.036
0.001; 0.99; 0.08; 0.02; 1000; 1000000; [0, 0, 0, 0, 0]; 162751; 61836; 0; 0.185
0.001; 0.99; 0.08; 0.02; 5000; 1000000; [0, 0, 0, 0, 0]; 162751; 61836; 0; 1.087
0.001; 0.99; 0.08; 0.02; 10000; 1000000; [0, 0, 0, 0, 0]; 162751; 61836; 0; 2.373
0.001; 0.99; 0.05; 0.05; 1000; 1000000; [0, 0, 0, 0, 0]; 211509; 0; 0; 0.173
0.001; 0.99; 0.05; 0.05; 5000; 1000000; [0, 0, 0, 0, 0]; 211509; 0; 0; 1.023
0.001; 0.99; 0.05; 0.05; 10000; 1000000; [0, 0, 0, 0, 0]; 211509; 0; 0; 2.174
0.001; 0.99; 0.02; 0.08; 1000; 1000000; [0, 0, 0, 0, 0]; 257427; -58235; 0; 0.169
0.001; 0.99; 0.02; 0.08; 5000; 1000000; [0, 0, 0, 0, 0]; 257427; -58235; 0; 0.952
0.001; 0.99; 0.02; 0.08; 10000; 1000000; [0, 0, 0, 0, 0]; 257427; -58235; 0; 2.063
0.01; 0.68; 0.08; 0.02; 1000; 0; [1071344, 0, 0, 0, 0]; 16931325; 40238; 7838; 0.969
0.01; 0.68; 0.08; 0.02; 5000; 0; [1076132, 0, 0, 0, 0]; 16891800; 40137; 8119; 74.597
0.01; 0.68; 0.08; 0.02; 10000; 0; [1069475, 0, 0, 0, 0]; 16963408; 40348; 7473; 778.102
0.01; 0.68; 0.05; 0.05; 1000; 1000000; [0, 0, 0, 0, 0]; 50452; 0; 0; 0.179
0.01; 0.68; 0.05; 0.05; 5000; 1000000; [0, 0, 0, 0, 0]; 50452; 0; 0; 1.032
0.01; 0.68; 0.05; 0.05; 10000; 1000000; [0, 0, 0, 0, 0]; 50452; 0; 0; 2.209
0.01; 0.68; 0.02; 0.08; 1000; 1000000; [0, 0, 0, 0, 0]; 105749; -58235; 0; 0.171
0.01; 0.68; 0.02; 0.08; 5000; 1000000; [0, 0, 0, 0, 0]; 105749; -58235; 0; 0.973
