Coeff,Alpha,Rd,Rf,n_scenarios,OptimizedX,OptimizedY,ObjVal,AvgLoss,StdDevLoss,OptimizationTime
0.01; 0.68; 0.08; 0.02; 1000; 0; [1083605, 0, 0, 0, 0]; 16693836; 39699; 8998; 1.031
0.01; 0.68; 0.08; 0.02; 5000; 0; [1071873, 0, 0, 0, 0]; 16946543; 40307; 7571; 76.304
0.01; 0.68; 0.08; 0.02; 10000; 0; [1076923, 0, 0, 0, 0]; 16854622; 40069; 8220; 253.546
0.01; 0.68; 0.05; 0.05; 1000; 1000000; [0, 0, 0, 0, 0]; 50452; 0; 0; 0.18
0.01; 0.68; 0.05; 0.05; 5000; 1000000; [0, 0, 0, 0, 0]; 50452; 0; 0; 1.08
0.01; 0.68; 0.05; 0.05; 10000; 1000000; [0, 0, 0, 0, 0]; 50452; 0; 0; 2.224
0.01; 0.68; 0.02; 0.08; 1000; 1000000; [0, 0, 0, 0, 0]; 105749; -58235; 0; 0.173
0.01; 0.68; 0.02; 0.08; 5000; 1000000; [0, 0, 0, 0, 0]; 105749; -58235; 0; 1.009
0.01; 0.68; 0.02; 0.08; 10000; 1000000; [0, 0, 0, 0, 0]; 105749; -58235; 0; 2.029
0.01; 0.95; 0.08; 0.02; 1000; 1000000; [0, 0, 0, 0, 0]; 103704; 61836; 0; 0.177
0.01; 0.95; 0.08; 0.02; 5000; 1000000; [0, 0, 0, 0, 0]; 103704; 61836; 0; 1.062
0.01; 0.95; 0.08; 0.02; 10000; 1000000; [0, 0, 0, 0, 0]; 103704; 61836; 0; 2.39
0.01; 0.95; 0.05; 0.05; 1000; 1000000; [0, 0, 0, 0, 0]; 155900; 0; 0; 0.182
0.01; 0.95; 0.05; 0.05; 5000; 1000000; [0, 0, 0, 0, 0]; 155900; 0; 0; 0.994
0.01; 0.95; 0.05; 0.05; 10000; 1000000; [0, 0, 0, 0, 0]; 155900; 0; 0; 2.184
0.01; 0.95; 0.02; 0.08; 1000; 1000000; [0, 0, 0, 0, 0]; 205057; -58235; 0; 0.166
0.01; 0.95; 0.02; 0.08; 5000; 1000000; [0, 0, 0, 0, 0]; 205057; -58235; 0; 0.943
0.01; 0.95; 0.02; 0.08; 10000; 1000000; [0, 0, 0, 0, 0]; 205057; -58235; 0; 2.111
0.01; 0.99; 0.08; 0.02; 1000; 1000000; [0, 0, 0, 0, 0]; 162751; 61836; 0; 0.19
0.01; 0.99; 0.08; 0.02; 5000; 1000000; [0, 0, 0, 0, 0]; 162751; 61836; 0; 1.085
0.01; 0.99; 0.08; 0.02; 10000; 1000000; [0, 0, 0, 0, 0]; 162751; 61836; 0; 2.452
0.01; 0.99; 0.05; 0.05; 1000; 1000000; [0, 0, 0, 0, 0]; 211509; 0; 0; 0.174
0.01; 0.99; 0.05; 0.05; 5000; 1000000; [0, 0, 0, 0, 0]; 211509; 0; 0; 1.029
0.01; 0.99; 0.05; 0.05; 10000; 1000000; [0, 0, 0, 0, 0]; 211509; 0; 0; 2.235
0.01; 0.99; 0.02; 0.08; 1000; 1000000; [0, 0, 0, 0, 0]; 257427; -58235; 0; 0.165
0.01; 0.99; 0.02; 0.08; 5000; 1000000; [0, 0, 0, 0, 0]; 257427; -58235; 0; 0.988
0.01; 0.99; 0.02; 0.08; 10000; 1000000; [0, 0, 0, 0, 0]; 257427; -58235; 0; 2.057
0.1; 0.68; 0.08; 0.02; 1000; 0; [1074436, 0, 0, 0, 0]; 168070130; 40286; 7510; 0.949
0.1; 0.68; 0.08; 0.02; 5000; 0; [1071370, 0, 0, 0, 0]; 168269047; 40293; 7608; 74.42
0.1; 0.68; 0.08; 0.02; 10000; 0; [1078046, 0, 0, 0, 0]; 167193876; 40036; 8232; 1031.283
0.1; 0.68; 0.05; 0.05; 1000; 1000000; [0, 0, 0, 0, 0]; 50452; 0; 0; 0.17
0.1; 0.68; 0.05; 0.05; 5000; 1000000; [0, 0, 0, 0, 0]; 50452; 0; 0; 1.009
