Coeff,Alpha,Rd,Rf,n_scenarios,OptimizedX,OptimizedY,ObjVal,AvgLoss,StdDevLoss,OptimizationTime
0.01; 0.68; 0.08; 0.02; 1000; 508746; [509267, 0, 0, 0, 0]; 26942019; 51710; 1940; 9.493
0.01; 0.68; 0.08; 0.02; 5000; 517298; [517819, 0, 0, 0, 0]; 26806014; 51477; 3780; 51.346
0.01; 0.68; 0.08; 0.02; 10000; 518188; [518708, 0, 0, 0, 0]; 26807789; 51471; 3887; 153.734
0.01; 0.68; 0.05; 0.05; 1000; 1000000; [259222, 0, 0, 0, 740777]; 50452; 50452; 0; 0.195
0.01; 0.68; 0.05; 0.05; 5000; 880898; [0, 0, 0, 0, 880898]; 50452; 1173; 11767; 1.575
0.01; 0.68; 0.05; 0.05; 10000; 887499; [0, 0, 0, 0, 887499]; 50452; 1382; 11182; 4.257
0.01; 0.68; 0.02; 0.08; 1000; 1000000; [1000000, 0, 0, 0, 0]; 105749; 82555; 0; 0.166
0.01; 0.68; 0.02; 0.08; 5000; 1000000; [1000000, 0, 0, 0, 0]; 105749; 82555; 0; 0.878
0.01; 0.68; 0.02; 0.08; 10000; 1000000; [1000000, 0, 0, 0, 0]; 105749; 82555; 0; 2.347
0.01; 0.95; 0.08; 0.02; 1000; 1000000; [153685, 0, 0, 0, 846314]; 103704; 103704; 0; 0.207
0.01; 0.95; 0.08; 0.02; 5000; 922295; [0, 0, 0, 0, 922295]; 103704; 66868; 8238; 1.69
0.01; 0.95; 0.08; 0.02; 10000; 937381; [0, 0, 0, 0, 937381]; 103704; 67098; 6690; 4.368
0.01; 0.95; 0.05; 0.05; 1000; 1000000; [816489, 0, 0, 0, 183510]; 155900; 155900; 0; 0.197
0.01; 0.95; 0.05; 0.05; 5000; 625225; [0, 0, 0, 0, 625225]; 155900; 1311; 37808; 1.372
0.01; 0.95; 0.05; 0.05; 10000; 620528; [0, 0, 0, 0, 620528]; 155900; 522; 37683; 4.307
0.01; 0.95; 0.02; 0.08; 1000; 1000000; [1000000, 0, 0, 0, 0]; 205057; 82555; 0; 0.167
0.01; 0.95; 0.02; 0.08; 5000; 1000000; [1000000, 0, 0, 0, 0]; 205057; 82555; 0; 1.125
0.01; 0.95; 0.02; 0.08; 10000; 1000000; [1000000, 0, 0, 0, 0]; 205057; 82555; 0; 2.318
0.01; 0.99; 0.08; 0.02; 1000; 1000000; [403678, 0, 0, 0, 596321]; 162751; 162751; 0; 0.21
0.01; 0.99; 0.08; 0.02; 5000; 810817; [0, 0, 0, 0, 810817]; 162751; 65694; 19981; 1.449
0.01; 0.99; 0.08; 0.02; 10000; 786274; [0, 0, 0, 0, 786274]; 162751; 66000; 22773; 4.502
0.01; 0.99; 0.05; 0.05; 1000; 1000000; [1000000, 0, 0, 0, 0]; 211509; 190625; 0; 0.172
0.01; 0.99; 0.05; 0.05; 5000; 1000000; [1000000, 0, 0, 0, 0]; 211509; 190625; 0; 0.948
0.01; 0.99; 0.05; 0.05; 10000; 1000000; [1000000, 0, 0, 0, 0]; 211509; 190625; 0; 2.587
0.01; 0.99; 0.02; 0.08; 1000; 1000000; [1000000, 0, 0, 0, 0]; 257427; 82555; 0; 0.165
0.01; 0.99; 0.02; 0.08; 5000; 1000000; [1000000, 0, 0, 0, 0]; 257427; 82555; 0; 1.14
0.01; 0.99; 0.02; 0.08; 10000; 1000000; [1000000, 0, 0, 0, 0]; 257427; 82555; 0; 2.061
0.1; 0.68; 0.08; 0.02; 1000; 525682; [526197, 0, 0, 0, 0]; 265074762; 51162; 5596; 3.544
0.1; 0.68; 0.08; 0.02; 5000; 523703; [524219, 0, 0, 0, 0]; 265732775; 51278; 5096; 30.834
0.1; 0.68; 0.08; 0.02; 10000; 523409; [523925, 0, 0, 0, 0]; 265610018; 51271; 5043; 127.47
0.1; 0.68; 0.05; 0.05; 1000; 868208; [0, 0, 0, 0, 868208]; 50452; 1333; 12956; 0.235
0.1; 0.68; 0.05; 0.05; 5000; 870924; [0, 0, 0, 0, 870924]; 50452; 1057; 13114; 1.638
0.1; 0.68; 0.05; 0.05; 10000; 889488; [0, 0, 0, 0, 889488]; 50452; 1278; 11082; 7.175
0.1; 0.68; 0.02; 0.08; 1000; 1000000; [1000000, 0, 0, 0, 0]; 105749; 82555; 0; 0.437
0.1; 0.68; 0.02; 0.08; 5000; 1000000; [1000000, 0, 0, 0, 0]; 105749; 82555; 0; 0.867
0.1; 0.68; 0.02; 0.08; 10000; 1000000; [1000000, 0, 0, 0, 0]; 105749; 82555; 0; 2.292
0.1; 0.95; 0.08; 0.02; 1000; 899522; [0, 0, 0, 0, 899522]; 103704; 66440; 10179; 0.249
0.1; 0.95; 0.08; 0.02; 5000; 913426; [0, 0, 0, 0, 913426]; 103704; 66880; 9314; 1.729
0.1; 0.95; 0.08; 0.02; 10000; 924208; [0, 0, 0, 0, 924208]; 103704; 67177; 7923; 8.119
0.1; 0.95; 0.05; 0.05; 1000; 1000000; [816489, 0, 0, 0, 183510]; 155900; 155900; 0; 0.194
0.1; 0.95; 0.05; 0.05; 5000; 584620; [0, 0, 0, 0, 584620]; 155900; 1293; 41102; 1.777
0.1; 0.95; 0.05; 0.05; 10000; 656672; [0, 0, 0, 0, 656672]; 155900; 946; 34324; 4.169
0.1; 0.95; 0.02; 0.08; 1000; 1000000; [1000000, 0, 0, 0, 0]; 205057; 82555; 0; 0.164
0.1; 0.95; 0.02; 0.08; 5000; 1000000; [1000000, 0, 0, 0, 0]; 205057; 82555; 0; 0.863
0.1; 0.95; 0.02; 0.08; 10000; 1000000; [1000000, 0, 0, 0, 0]; 205057; 82555; 0; 2.222
0.1; 0.99; 0.08; 0.02; 1000; 747074; [0, 0, 0, 0, 747074]; 162751; 64470; 26013; 0.236
0.1; 0.99; 0.08; 0.02; 5000; 776464; [0, 0, 0, 0, 776464]; 162751; 66470; 23883; 1.729
0.1; 0.99; 0.08; 0.02; 10000; 805441; [0, 0, 0, 0, 805441]; 162751; 66426; 20696; 7.046
0.1; 0.99; 0.05; 0.05; 1000; 1000000; [1000000, 0, 0, 0, 0]; 211509; 190625; 0; 0.173
0.1; 0.99; 0.05; 0.05; 5000; 1000000; [1000000, 0, 0, 0, 0]; 211509; 190625; 0; 1.218
0.1; 0.99; 0.05; 0.05; 10000; 1000000; [1000000, 0, 0, 0, 0]; 211509; 190625; 0; 2.444
0.1; 0.99; 0.02; 0.08; 1000; 1000000; [1000000, 0, 0, 0, 0]; 257427; 82555; 0; 0.166
0.1; 0.99; 0.02; 0.08; 5000; 1000000; [1000000, 0, 0, 0, 0]; 257427; 82555; 0; 0.863
0.1; 0.99; 0.02; 0.08; 10000; 1000000; [1000000, 0, 0, 0, 0]; 257427; 82555; 0; 2.247
1; 0.68; 0.08; 0.02; 1000; 527568; [528083, 0, 0, 0, 0]; 2644142753; 51071; 5948; 0.982
1; 0.68; 0.08; 0.02; 5000; 523603; [524119, 0, 0, 0, 0]; 2654801126; 51273; 5040; 11.705
1; 0.68; 0.08; 0.02; 10000; 521560; [522076, 0, 0, 0, 0]; 2659317353; 51359; 4597; 891.262
1; 0.68; 0.05; 0.05; 1000; 420028; [420028, 0, 0, 0, 0]; 50452; 28471; 24096; 0.286
1; 0.68; 0.05; 0.05; 5000; 440743; [440743, 0, 0, 0, 0]; 50452; 29682; 22244; 3.211
1; 0.68; 0.05; 0.05; 10000; 442697; [441148, 0, 0, 0, 1549]; 50452; 29949; 22437; 7.875
1; 0.68; 0.02; 0.08; 1000; 274206; [274206, 0, 0, 0, 0]; 105749; -25253; 62748; 0.182
1; 0.68; 0.02; 0.08; 5000; 295795; [295795, 0, 0, 0, 0]; 105749; -20917; 58129; 1.565
1; 0.68; 0.02; 0.08; 10000; 337531; [337531, 0, 0, 0, 0]; 105749; -15516; 54504; 3.416
1; 0.95; 0.08; 0.02; 1000; 438957; [438957, 0, 0, 0, 0]; 103704; 88232; 19066; 0.356
1; 0.95; 0.08; 0.02; 5000; 437032; [437032, 0, 0, 0, 0]; 103704; 88060; 19028; 3.695
1; 0.95; 0.08; 0.02; 10000; 535537; [387582, 0, 0, 0, 147955]; 103704; 87543; 19518; 11.265
1; 0.95; 0.05; 0.05; 1000; 289495; [289495, 0, 0, 0, 0]; 155900; 46893; 60261; 0.203
1; 0.95; 0.05; 0.05; 5000; 307581; [307581, 0, 0, 0, 0]; 155900; 50335; 57178; 1.498
1; 0.95; 0.05; 0.05; 10000; 335962; [335962, 0, 0, 0, 0]; 155900; 52391; 52544; 4.064
1; 0.95; 0.02; 0.08; 1000; 156151; [156151, 0, 0, 0, 0]; 205057; -40176; 76658; 0.173
1; 0.95; 0.02; 0.08; 5000; 189687; [189687, 0, 0, 0, 0]; 205057; -32312; 74865; 0.976
1; 0.95; 0.02; 0.08; 10000; 186258; [186258, 0, 0, 0, 0]; 205057; -32557; 75239; 2.76
1; 0.99; 0.08; 0.02; 1000; 359099; [359099, 0, 0, 0, 0]; 162751; 116786; 39647; 0.282
1; 0.99; 0.08; 0.02; 5000; 422169; [364516, 0, 0, 0, 57652]; 162751; 96810; 33542; 2.531
1; 0.99; 0.08; 0.02; 10000; 403481; [376623, 0, 0, 0, 26858]; 162751; 95921; 34123; 6.758
1; 0.99; 0.05; 0.05; 1000; 185246; [185246, 0, 0, 0, 0]; 211509; 33386; 75151; 0.189
1; 0.99; 0.05; 0.05; 5000; 270281; [270281, 0, 0, 0, 0]; 211509; 48816; 67494; 1.227
1; 0.99; 0.05; 0.05; 10000; 263065; [263065, 0, 0, 0, 0]; 211509; 46912; 68076; 3.853
1; 0.99; 0.02; 0.08; 1000; 0; [0, 0, 0, 0, 0]; 257427; -60926; 89877; 0.166
1; 0.99; 0.02; 0.08; 5000; 99340; [99340, 0, 0, 0, 0]; 257427; -42615; 83701; 0.939
1; 0.99; 0.02; 0.08; 10000; 92047; [92047, 0, 0, 0, 0]; 257427; -46110; 84647; 2.689
10; 0.68; 0.08; 0.02; 1000; 518121; [518639, 0, 0, 0, 0]; 26660655843; 51486; 3860; 1.003
